,path_or_service_name,feedback
106,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I was trying to claim a tax refund
There is not a ""next"" or ""continue"" to go ahead "
107,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Tax refund claim
Page stops  when stating yes to receiving a P800 HMRC letter."
108,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I am trying to claim my refund. This page asks what I paid too much tax on eg this job, previous job etc. my letter does not stipulate why I paid too much tax and on what, and so I cannot proceed
Trying to input data"
109,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I want to inform you I’ve lost the letter!!
Need to get in touch"
110,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim tax rebate
it didnt work
"
111,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Claiming tax refund
Nothing works after answering initial 3 questions"
112,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I was trying to claim a tax refund because I have been sent a P800 from HMRC
I entered all the information correctly but there is no continue or submit/send  button for me to proceed with my tax refund claim"
113,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022,"Applying for tax rebate 
Don’t know how to change my phone number"
114,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/yes,"I received a letter from HMC informing me that I had paid too much tax for the year April 2021…2022. I am trying to claim online ?
Every time I go through the questions and submit the answer they then stop with no further clue as to how to claim?"
115,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/yes,"Reclaiming tax as requested by HMRC
I have been asked to claim an overpayment of tax from2021/22, when I got to the last question, will I receive a workplace pension, because I answered yes, it then stopped me from getting the refund. I get two small pensions already, however the amount I will receive will be lower than the threshold and the letter fromHRMC has told me to claim. I will wait for the check to be sent. "
116,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/no/no,"Attempting to access the p800refund portal as required for tax refund. I received UseID by request but later clicked on the Gateway account for details but ran into network problem.
I could not pursue further as I did not receive the Gateway account detail. This has an implication for delaying the application. I spent significant period trying to reach the provided number but then the network system malfunctioned."
117,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim an income tax refund
There is no option to submit my answers, there is just a recap of the three answers I've given to the three questions. What am I supposed to do now?"
118,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim tax refund
I can't actually submit my information and claim the tax. I only get as far as entering my answers but there's no option to submit the info and ask for the refund"
119,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim back too much tax
got so far and then nothing"
120,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to reclaim tax
Not allowed to continue once I stated I had a P800"
121,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I’m trying to claim my refund as per my p800
I put in my details but it gave me no option to claim it!"
122,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Unable to continue 
Will not let me go any further than this page. "
123,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/your-pension-provider-paid-you-pension-owed-from-previous-tax-years,"Trying to Claim online for a [REMOVED] confirmed by HMRC on a P800 
[REMOVED] would not let [REMOVED] Application"
124,/claim-tax-refund,"Information about my refund 
I have received couples of weeks ago a letter from you, where l was on title of 156 £ of tax back,  told me that this moneys you sending me by cheque, I still waiting, thanks [REMOVED] "
